1948	NaN
1949	NaN
1950	24.910
1951	26.212
1952	25.188
1953	25.902
1954	24.385
1955	24.152
1956	24.910
1957	26.598
1958	25.648
1959	25.232
1960	25.313
1961	25.023
1962	25.078
1963	26.165
1964	24.508
1965	26.672
1966	25.147
1967	25.033
1968	25.637
1969	26.228
1970	24.550
1971	24.672
1972	27.050
1973	24.408
1974	25.185
1975	24.583
1976	26.303
1977	25.737
1978	25.048
1979	25.962
1980	25.652
1981	25.392
1982	26.940
1983	26.518
1984	25.117
1985	24.840
1986	25.880
1987	27.025
1988	24.213
1989	25.388
1990	25.870
1991	26.413
1992	26.045
1993	26.267
1994	25.827
1995	25.178
1996	25.308
1997	27.985
1998	25.703
1999	24.918
2000	25.360
2001	25.570
2002	26.415
2003	25.882
2004	26.017
2005	25.932
2006	26.227
2007	24.903
2008	26.007
2009	26.453
2010	25.003
2011	25.457
2012	26.157
