1951	-1.051
1952	0.347
1953	0.152
1954	-0.006
1955	-1.068
1956	-1.496
1957	-0.474
1958	1.271
1959	0.549
1960	-0.181
1961	-0.209
1962	-0.818
1963	-0.688
1964	0.333
1965	-0.515
1966	1.064
1967	-0.619
1968	-0.612
1969	0.596
1970	0.325
1971	-1.466
1972	-0.629
1973	1.331
1974	-1.763
1975	-0.867
1976	-1.503
1977	0.405
1978	0.777
1979	0.305
1980	0.763
1981	0.171
1982	-0.098
1983	2.729
1984	-0.132
1985	-0.558
1986	-0.163
1987	1.344
1988	0.837
1989	-1.198
1990	0.358
1991	0.361
1992	1.734
1993	0.885
1994	0.416
1995	0.984
1996	-0.510
1997	-0.226
1998	2.587
1999	-1.110
2000	-1.065
2001	-0.557
2002	-0.050
2003	0.901
2004	0.261
2005	0.684
2006	-0.533
2007	0.625
2008	-1.222
2009	-0.606
2010	1.165
2011	-1.579
2012	-0.678
2013	-0.013
