1949	NaN
1950	NaN
1951	25.553
1952	26.510
1953	26.205
1954	25.943
1955	25.145
1956	24.995
1957	25.790
1958	27.198
1959	26.177
1960	25.778
1961	25.785
1962	25.585
1963	25.635
1964	26.248
1965	25.572
1966	26.885
1967	25.443
1968	24.997
1969	26.650
1970	26.497
1971	24.918
1972	25.635
1973	27.295
1974	24.818
1975	25.505
1976	24.957
1977	26.662
1978	26.137
1979	26.135
1980	26.380
1981	25.812
1982	26.192
1983	28.518
1984	25.813
1985	25.290
1986	25.702
1987	27.258
1988	26.592
1989	24.965
1990	26.007
1991	26.223
1992	27.362
1993	26.423
1994	26.128
1995	26.712
1996	25.525
1997	25.653
1998	28.793
1999	25.388
2000	25.198
2001	25.960
2002	25.998
2003	26.905
2004	26.687
2005	26.507
2006	25.428
2007	26.665
2008	25.218
2009	25.903
2010	27.152
2011	25.210
2012	25.798
2013	25.753
