1948	NaN
1949	NaN
1950	20.847
1951	23.145
1952	21.165
1953	22.468
1954	19.902
1955	20.308
1956	21.130
1957	23.588
1958	22.107
1959	21.590
1960	21.170
1961	21.037
1962	20.962
1963	21.937
1964	20.427
1965	23.220
1966	21.048
1967	20.883
1968	21.452
1969	22.768
1970	20.472
1971	20.915
1972	23.785
1973	20.800
1974	21.528
1975	20.813
1976	23.005
1977	21.482
1978	20.985
1979	22.203
1980	21.675
1981	21.378
1982	22.812
1983	24.982
1984	21.567
1985	20.880
1986	21.780
1987	23.243
1988	20.722
1989	21.387
1990	21.607
1991	22.408
1992	22.502
1993	22.798
1994	21.652
1995	21.467
1996	21.112
1997	25.465
1998	23.518
1999	21.383
2000	21.713
2001	21.377
2002	22.453
2003	21.763
2004	21.752
2005	21.463
2006	22.505
2007	20.708
2008	22.625
2009	22.848
2010	21.203
2011	21.753
2012	22.480
