1949	NaN
1950	NaN
1951	27.622
1952	28.387
1953	28.297
1954	28.367
1955	27.538
1956	27.275
1957	28.238
1958	29.137
1959	28.632
1960	27.883
1961	28.067
1962	27.928
1963	27.968
1964	28.565
1965	27.653
1966	29.015
1967	28.045
1968	28.075
1969	29.125
1970	28.743
1971	27.373
1972	28.192
1973	28.923
1974	26.950
1975	27.790
1976	27.215
1977	28.440
1978	28.672
1979	28.312
1980	28.660
1981	28.215
1982	28.380
1983	28.948
1984	27.682
1985	27.687
1986	28.187
1987	28.975
1988	28.860
1989	27.042
1990	28.533
1991	28.913
1992	29.180
1993	28.642
1994	28.637
1995	29.342
1996	28.018
1997	28.692
1998	29.047
1999	27.198
2000	27.207
2001	27.742
2002	28.837
2003	29.193
2004	28.793
2005	29.175
2006	28.140
2007	29.080
2008	27.400
2009	27.912
2010	29.488
2011	27.607
2012	27.758
2013	28.363
