1949	NaN
1950	NaN
1951	26.057
1952	27.240
1953	27.133
1954	27.047
1955	25.918
1956	25.622
1957	26.668
1958	28.223
1959	27.255
1960	26.627
1961	26.707
1962	26.470
1963	26.510
1964	27.363
1965	26.285
1966	28.038
1967	26.457
1968	26.233
1969	27.785
1970	27.338
1971	25.778
1972	26.440
1973	28.173
1974	25.185
1975	26.193
1976	25.627
1977	27.372
1978	27.273
1979	26.885
1980	27.243
1981	26.597
1982	26.923
1983	28.807
1984	26.428
1985	26.022
1986	26.587
1987	28.072
1988	27.508
1989	25.400
1990	26.977
1991	27.252
1992	28.458
1993	27.267
1994	27.178
1995	27.910
1996	26.273
1997	26.702
1998	28.860
1999	25.748
2000	25.590
2001	26.383
2002	26.932
2003	27.855
2004	27.247
2005	27.488
2006	26.352
2007	27.475
2008	25.710
2009	26.405
2010	28.317
2011	25.822
2012	26.293
2013	26.698
