1948	NaN
1949	NaN
1950	26.142
1951	27.527
1952	26.930
1953	27.523
1954	26.163
1955	25.903
1956	26.373
1957	27.960
1958	27.315
1959	26.768
1960	26.955
1961	26.868
1962	26.665
1963	27.662
1964	26.130
1965	28.107
1966	27.067
1967	26.865
1968	27.243
1969	27.632
1970	26.483
1971	26.272
1972	28.223
1973	25.938
1974	26.425
1975	25.797
1976	27.260
1977	27.500
1978	26.693
1979	27.195
1980	27.172
1981	26.788
1982	28.153
1983	27.118
1984	26.725
1985	26.538
1986	27.448
1987	28.478
1988	25.848
1989	26.735
1990	27.377
1991	27.952
1992	27.488
1993	27.588
1994	27.703
1995	26.935
1996	26.973
1997	28.845
1998	26.572
1999	26.190
2000	26.608
2001	27.178
2002	28.048
2003	27.405
2004	27.782
2005	27.397
2006	27.528
2007	26.677
2008	26.917
2009	27.822
2010	26.307
2011	26.848
2012	27.490
